Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 ми латс и чям йытасолоп;ьтарги; полосатый мяч и стал им ; играть ;…  ; ;Виктор Драгунский. Денискины рассказы/ Девочка на шаре (1963) ;Виктор Драгунский ;1913 ;Денискины рассказы/ Девочка на шаре ;1963 ;художественная ;рассказ ; ;Виктор Драгунский. Денискины рассказы ;2000 ;книга ;омонимия снята; А потом схватил полосатый мяч и стал им играть…  [Виктор Драгунский. Денискины рассказы/ Девочка на шаре (1963)] [омонимия снята]
 ьтапс яслижол и лаватсв ясличу;ларги; учился, вставал и ложился спать, ; играл ;  ;и даже дрался, и всё ;Виктор Драгунский. Денискины рассказы/ Девочка на шаре (1963) ;Виктор Драгунский ;1913 ;Денискины рассказы/ Девочка на шаре ;1963 ;художественная ;рассказ ; ;Виктор Драгунский. Денискины рассказы ;2000 ;книга ;омонимия снята;…  И началась длиннющая неделя, и я ел, учился, вставал и ложился спать, играл и даже дрался, и всё равно каждый день думал, когда же придёт воскресенье, и мы с папой пойдём в цирк, и я снова увижу девочку на шаре, и покажу её папе, и, может быть, папа пригласит её к нам в гости, и я подарю ей пистолет-браунинг и нарисую корабль на  всех парусах.  [Виктор Драгунский. Денискины рассказы/ Девочка на шаре (1963)] [омонимия снята]
 нисыл гурков имабмин имылеб с;иларги; с белыми нимбами вокруг лысин ; играли ;  ;"в ""козла"".  ";И. Грекова. Летом в городе (1962) ;И. Грекова ;1907 ;Летом в городе ;1962 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята;" Старики с белыми нимбами вокруг лысин играли в ""козла"".  [И. Грекова. Летом в городе (1962)] [омонимия снята]"
 итед ибулог илидоХ  ытовиж еылгурк;иларги; круглые животы.  Ходили голуби, дети ; играли ;  ;в песок.   Впереди шёл какой-то ;И. Грекова. Летом в городе (1962) ;И. Грекова ;1907 ;Летом в городе ;1962 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята; На коленях они стоймя держали сумочки, заслоняя круглые животы.  Ходили голуби, дети играли в песок.   Впереди шёл какой-то мужчина в широком клетчатом пиджаке, тоже, видно, пенсионер.  [И. Грекова. Летом в городе (1962)] [омонимия снята]
 ьсаличуан уратиг алипуК  икызум асолоп;ьтарги; полоса музыки.  Купила гитару, научилась ; играть ;  ;по самоучителю.  Поёт под гитару ;И. Грекова. Летом в городе (1962) ;И. Грекова ;1907 ;Летом в городе ;1962 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята;  И вот ? полоса музыки.  Купила гитару, научилась играть по самоучителю.  Поёт под гитару ? старательно, но фальшиво.  [И. Грекова. Летом в городе (1962)] [омонимия снята]
 кев йытацдантявед ебет в отЭ;теарги; Это в тебе девятнадцатый век ; играет ;.  ;  ? Лялька, меня же не было ;И. Грекова. Летом в городе (1962) ;И. Грекова ;1907 ;Летом в городе ;1962 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята; Золото ты моё!  Это в тебе девятнадцатый век играет.   ? Лялька, меня же не было в девятнадцатом веке, и ты это отлично знаешь.  [И. Грекова. Летом в городе (1962)] [омонимия снята]
 маречев оп яароток акйязох яадоломен;теарги; немолодая хозяйка, которая по вечерам ; играет ;  ;Сен-Санса.  ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята; Милая немолодая хозяйка, которая по вечерам играет Сен-Санса.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 анО  я ушорп ьдубин-отч ёще;теарги; ещё что-нибудь, ? прошу я.   Она ; играет ;.  ; Идёт дождь.  ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята;  ? Сыграйте ещё что-нибудь, ? прошу я.   Она играет.  Идёт дождь.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 анищнеж яамоканзен йащорП  намор шан;яащюарги; наш роман.   Прощай, незнакомая женщина, ; играющая ;  ;Сен-Санса…   ? Договорились? ? спрашивает он.  ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята; Не вышел наш роман.   Прощай, незнакомая женщина, играющая Сен-Санса…   ? Договорились? ? спрашивает он.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 ылокш елзоВ  никйелуШ тировог ашатиВ;тюарги; Виташа, ? говорит Шулейкин.   Возле школы ; играют ;  ;в волейбол.   ? Виташа? это учитель ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята;  ? А вон Виташа, ? говорит Шулейкин.   Возле школы играют в волейбол.   ? Виташа? это учитель, ? говорит Шулейкин.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 екиномраг ан но ьтыб тежоМ;теарги; Может быть, он на гармонике ; играет ;?  ; . Потом она нарожает ему детей ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята;  ? Влюбилась она, ? говорит Маша.   Может быть, он на гармонике играет?  . Потом она нарожает ему детей…  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 иктярп в онжом еж окьлокс;ьтарги; сколько же можно в прятки ; играть ;?  ; ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята; Ну сколько же можно в прятки играть?  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 ёен В ;тюарги;  В неё ; играют ;  ;взрослые и дети, играют мудрые ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята; В неё играют взрослые и дети, играют мудрые и легкомысленные…  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 ёен В ;тюарги;  В неё ; играют ;  ;взрослые и дети, играют мудрые ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята; В неё играют взрослые и дети, играют мудрые и легкомысленные…  Впрочем, легкомысленные играют в неё редко.  Они не умеют заботиться о своём будущем, о своём престиже.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 дог йывреп ен анО ;теарги;  Она не первый год ; играет ;  ;в эту игру.  ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята; Она не первый год играет в эту игру.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]
 лобйелов в А  ихос доп-зи;ьтарги;" из-под сохи""…  А в волейбол "; играть ;  ;не умеет.  Он ложится на ;Булат Окуджава. Новенький как с иголочки (1962) ;Булат Окуджава ;1924 ;Новенький как с иголочки ;1962 ;художественная ;повесть ; ;Булат Окуджава. Стихи, рассказы, повести ;1999 ;книга ;омонимия снята;" ""Мишка из-под сохи""…  А в волейбол играть не умеет.  Он ложится на траву.  [Булат Окуджава. Новенький как с иголочки (1962)] [омонимия снята]"
 я адгок дазан тел окьлоксеН;ларги; Несколько лет назад, когда я ; играл ;  ;в водное поло в команде ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Несколько лет назад, когда я играл в водное поло в команде мастеров, Димка боготворил меня.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 укрЮ теаджебу килА ;ьтарги;  Алик убеждает Юрку ; играть ;  ;так, как играет всемирно известный ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Алик убеждает Юрку играть так, как играет всемирно известный негр Уилт Чемберлен.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 етутитсни в сан у феш;теарги; шеф у нас в институте ; играет ;  ;центра.  ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Пользуясь спортивной терминологией, можно сказать, что шеф у нас в институте играет центра.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 нО ;ларги;  Он ; играл ;  ;роль старшего и умудрённого друга ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Он играл роль старшего и умудрённого друга, а я ? молодого поборника научной правды.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 отч иляноп або ым волс;меарги; слов мы оба поняли, что ; играем ;  ;дурацкие роли, но в этой ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; С первых же слов мы оба поняли, что играем дурацкие роли, но в этой игре мы искали нужный тон и, может быть, нашли бы его, если бы не мой последний вопрос.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 хымоканз хывон ьтичу латс килА;ьтарги; Алик стал учить новых знакомых ; играть ;  ;во французского дурака.  ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Игорь достал карты, а Алик стал учить новых знакомых играть во французского дурака.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 и онтюу хин в ортсыб;теарги; быстро, в них уютно и ; играет ;  ;радио.  ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Поезда ходят быстро, в них уютно и играет радио.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 окморг ефак В ;аларги;   В кафе громко ; играла ;  ;музыка, какая-то запись.  ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята;  В кафе громко играла музыка, какая-то запись.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 он ьляор лыб отЭ ;иларги;  Это был рояль, но ; играли ;  ;на нём так, словно рояль ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Это был рояль, но играли на нём так, словно рояль ? барабан.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 хакинжуЛ в адгок икшюлк еынйеккох;тюарги; хоккейные клюшки, когда в Лужниках ; играют ;  ;с канадцами.  ;Василий Аксенов. Звездный билет // «Юность», 1961 ;Василий Аксенов ;1932 ;Звездный билет ;1961 ;художественная ;роман ; ;«Юность» ;1961 ;журнал ;омонимия снята; Шпаги стучали, как хоккейные клюшки, когда в Лужниках играют с канадцами.  [Василий Аксенов. Звездный билет // «Юность», 1961] [омонимия снята]
 йелетариздан еовд корётсанмиг хиовс хынзярг;иларги; грязных своих гимнастёрок, двое надзирателей ; играли ;  ;в шашки, а третий, как ;Александр Солженицын. Один день Ивана Денисовича (1961) ;Александр Солженицын ;1918 ;Один день Ивана Денисовича ;1961 ;художественная ;рассказ ; ;Солженицын А.И. На краях ;2000 ;книга ;омонимия снята; Раздевшись до грязных своих гимнастёрок, двое надзирателей играли в шашки, а третий, как был, в перепоясанном тулупе и валенках, спал на узкой лавке.  [Александр Солженицын. Один день Ивана Денисовича (1961)] [омонимия снята]
 окшынлос модьл мишвяатбо с анко;оларги; окна с обтаявшим льдом солнышко ; играло ;  ;уже не зло, как там ;Александр Солженицын. Один день Ивана Денисовича (1961) ;Александр Солженицын ;1918 ;Один день Ивана Денисовича ;1961 ;художественная ;рассказ ; ;Солженицын А.И. На краях ;2000 ;книга ;омонимия снята; Через окна с обтаявшим льдом солнышко играло уже не зло, как там, на верху ТЭЦ, а весело.  [Александр Солженицын. Один день Ивана Денисовича (1961)] [омонимия снята]
  УКВАТСДЕРП АН ;иларгИ;   НА ПРЕДСТАВКУ   ; Играли ;  ;в карты у коногона Наумова ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята;  НА ПРЕДСТАВКУ   Играли в карты у коногона Наумова.  Дежурные надзиратели никогда не заглядывали в барак коногонов, справедливо полагая свою главную службу в наблюдении за осуждёнными по пятьдесят восьмой статье.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
  шыргиыв йыньлетинмос ьтиропсто йему мас;иларгИ; сам, умей отспорить сомнительный выигрыш.   ; Играли ;  ;всегда двое ? один на один ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята;" Он и был шулер, конечно; честная воровская игра ? это и есть игра на обман: следи и уличай партнёра, это твоё право, умей обмануть сам, умей отспорить сомнительный выигрыш.   Играли всегда двое ? один на один.  Никто из мастеров не унижал себя участием в групповых играх вроде очка.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]"
 ыт отЧ ;ьшеарги;   ? Что ты ; играешь ;? ?  ;процедил сквозь зубы Севочка с ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята;  ? Что ты играешь? ? процедил сквозь зубы Севочка с бесконечным презрением: это тоже считалось хорошим тоном начала игры.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 хатситяп В  мачелп оп ябес;юарги; себя по плечам.   ? В пятистах ; играю ;, ?  ;оценил костюм Севочка.  В ответ ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята; И Наумов похлопал себя по плечам.   ? В пятистах играю, ? оценил костюм Севочка.  В ответ раздалась громкая многословная ругань, которая должна была убедить противника в гораздо большей стоимости вещи.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 акчовеС ыноротс йеовс оС ;ларги;  Со своей стороны, Севочка ; играл ;  ;несколько поношенных джемперов.  ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята; Со своей стороны, Севочка играл несколько поношенных джемперов.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 оляедО  метгон миовс укшудоп лавысечоп;юарги; почесывал подушку своим ногтем.   ? Одеяло ; играю ;, ?  ;хрипло сказал Наумов.   ? Двести, ? безразличным ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята; Севочка неторопливо почесывал подушку своим ногтем.   ? Одеяло играю, ? хрипло сказал Наумов.   ? Двести, ? безразличным голосом ответил Севочка.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 ябет ялд окьлоТ акчовеС лировогыв;юарги; выговорил Севочка. ? Только для тебя ? ; играю ;  ;за триста.  ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята; Это ? локш, дрянь, ? выговорил Севочка. ? Только для тебя ? играю за триста.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 икнелаВ  ьтачевто ьдубин-меч тежом ёще;юарги; ещё может чем-нибудь отвечать.   ? Валенки ; играю ;.  ;  ? Не играю валенок, ? твёрдо сказал ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята; По правилам, бой не может быть окончен, пока партнёр ещё может чем-нибудь отвечать.   ? Валенки играю.   ? Не играю валенок, ? твёрдо сказал Севочка. ? Не играю казённых тряпок.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 еН ;юарги;   ? Не ; играю ;  ;валенок, ? твёрдо сказал Севочка. ? Не ;В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята;  ? Не играю валенок, ? твёрдо сказал Севочка. ? Не играю казённых тряпок.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]
 еисалгоС ;ьтарги;   Согласие ; играть ;" "" ";"на представку"", в долг, было ";В. Т. Шаламов. Колымские рассказы (1954-1961) ;В. Т. Шаламов ;1907 ;Колымские рассказы ;1954-1961 ;художественная ;рассказ, цикл ; ;Шаламов В.Т. Собр. соч.  ;1998 ;книга ;омонимия снята;"  Согласие играть ""на представку"", в долг, было необязательным одолжением по закону, но Севочка не хотел обижать Наумова, лишать его последнего шанса на отыгрыш.  [В. Т. Шаламов. Колымские рассказы (1954-1961)] [омонимия снята]"
 оидар адгок оннебосо енхук ан;оларги; на кухне, особенно когда радио ; играло ;.  ; ;И. Грекова. Первый налет (1960) ;И. Грекова ;1907 ;Первый налет ;1960 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята; Лиза долго огорчалась, даже плакала по временам на кухне, особенно когда радио играло.  [И. Грекова. Первый налет (1960)] [омонимия снята]
 олыб онжом ими он ищев;ьтарги; вещи, но ими можно было ; играть ;.  ; ;И. Грекова. Первый налет (1960) ;И. Грекова ;1907 ;Первый налет ;1960 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята; Это были даже не игрушки, а настоящие взрослые вещи, но ими можно было играть.  [И. Грекова. Первый налет (1960)] [омонимия снята]
 оннеопу кат нО ;ларги;  Он так упоенно ; играл ;,  ;что даже ел невнимательно, а ;И. Грекова. Первый налет (1960) ;И. Грекова ;1907 ;Первый налет ;1960 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята; Он так упоенно играл, что даже ел невнимательно, а поесть любил.  [И. Грекова. Первый налет (1960)] [омонимия снята]
 алшодоп актнаицифО ;яарги;   Официантка подошла, ; играя ;  ;бёдрами, и довольно оживлённо приняла ;И. Грекова. Хозяева жизни (1960) ;И. Грекова ;1907 ;Хозяева жизни ;1960 ;художественная ;рассказ ; ;На испытаниях ;1990 ;книга ;омонимия снята;  Официантка подошла, играя бёдрами, и довольно оживлённо приняла заказ: четыреста граммов и бутерброды.  [И. Грекова. Хозяева жизни (1960)] [омонимия снята]
 и икшичйаз как мидиС ;меарги;   ? Сидим, как зайчишки, и ; играем ;  ;в картишки.  ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;  ? Сидим, как зайчишки, и играем в картишки.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 ьтуч-ьтуч иизивид риднамок зечси гурдв;йишварги; вдруг исчез командир дивизии, чуть-чуть ; игравший ;  ;своим спокойным голосом, отмечавший цветным ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;  И вдруг исчез командир дивизии, чуть-чуть игравший своим спокойным голосом, отмечавший цветным карандашиком по карте изменение обстановки.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 и тнакызум уволог винолкс ляотс;ларги; стоял, склонив голову, музыкант и ; играл ;  ;на скрипке.  ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;  Посреди трубы, в старенькой гимнастёрке, в пилоточке с зелёной фронтовой звёздочкой стоял, склонив голову, музыкант и играл на скрипке.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 латсереп чапиркс адгоК ;ьтарги;   Когда скрипач перестал ; играть ;,  ;стало слышно тихое журчание, ? под ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;  Когда скрипач перестал играть, стало слышно тихое журчание, ? под деревянным настилом бежала вода, и Крымову показалось, что душа его ? вот тот самый невидимый колодец, который стал пуст, сух, а теперь потихоньку вбирает в себя воду.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 ёен елзов а екйемакс ан;иларги; на скамейке, а возле неё ; играли ;  ;"дети"".  ";Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;"  И так ясно я увидела, как, проходя мимо развалин, кто-нибудь скажет: ""Помнишь, тут жили когда-то евреи, печник Борух; в субботний вечер его старуха сидела на скамейке, а возле неё играли дети"".  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]"
 ьтеп лему ен окьлот ен;ьтарги; не только не умел петь, ; играть ;  ;на рояле, создавать театральные постановки ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята; Руководящее, решающее слово Гетманова жадно слушали сотни людей, обладавших даром исследования, пения, писания книг, хотя Гетманов не только не умел петь, играть на рояле, создавать театральные постановки, но и не умел со вкусом и глубиной понимать произведения науки, поэзии, музыки, живописи…  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 инемерв огонрим икчовед ырги ежад;иларги;" даже игры ? девочки ""мирного"" времени "; играли ;  ;в серсо, лакированными палочками со ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;" Всё изменилось, даже игры ? девочки ""мирного"" времени играли в серсо, лакированными палочками со шнурком бросали резиновое диаболо, играли вялым раскрашенным мячом, который носили в белой сеточке ? авоське.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]"
 еиншенын А ;иларги;  А нынешние ; играли ;  ;в волейбол, плавали сажёнками, а ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята; А нынешние играли в волейбол, плавали сажёнками, а зимой в лыжных штанах играли в хоккей, кричали и свистели.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 ексим йонятсеж в йокжол йолеб;тюарги; белой ложкой в жестяной миске, ; играют ;  ;в вагоне в подкидного, в ;Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята; Курят они положенное им число папирос, стучат белой ложкой в жестяной миске, играют в вагоне в подкидного, в городе лакомятся мороженым на палочке, пьют, кашляя, свою малую долю стограммовых стопок, пишут положенное число писем, кричат в полевой телефон, стреляют, кто из мелкокалиберной пушчонки, кто бахнет из главного калибра, кто нажмёт в танке-тридцатьчетверке на акселератор, крикнет что-нибудь такое…  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]
 ыботч кат ьтанз ьтсачтам ьтанз;ьтарги; знать матчасть, знать так, чтобы ; играть ;  ;"ею; второе ? любовь к своей ";Василий Гроссман. Жизнь и судьба, ч. 1 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, ч. 1 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята;"  ? Итак, у боевого лётчика качество первое ? знать матчасть, знать так, чтобы играть ею; второе ? любовь к своей машине, любить её, как сестру, как мать; третье ? смелость, а смелость ? это холодный ум и горячее сердце.  [Василий Гроссман. Жизнь и судьба, ч. 1 (1960)] [омонимия снята]"
 ешратсоп отч тот мотоП ;ларги;  Потом тот, что постарше, ; играл ;  ;на губной гармошке, остальные стучали ;Василий Гроссман. Жизнь и судьба, часть 2 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, часть 2 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята; Потом тот, что постарше, играл на губной гармошке, остальные стучали ногами, подпевали.  [Василий Гроссман. Жизнь и судьба, часть 2 (1960)] [омонимия снята]
 кеволеч окьлоксеН ;иларги;  Несколько человек ; играли ;  ;в традиционную игру мальчишек, когда-то ;Василий Гроссман. Жизнь и судьба, часть 2 (1960) ;Василий Гроссман ;1905 ;Жизнь и судьба, часть 2 ;1960 ;художественная ;роман ; ;Гроссман В. Жизнь и судьба ;1992 ;книга ;омонимия снята; Несколько человек играли в традиционную игру мальчишек, когда-то и комкор играл в неё, кидали пятаки в сторону вырытой ямки, прищурившись, целились.  [Василий Гроссман. Жизнь и судьба, часть 2 (1960)] [омонимия снята]
