Reversed left context;Reversed center;Left context;Center;Punct;Right context;Title;Author;Birthday;Header;Created;Sphere;Type;Topic;Publication;Publ_year;Medium;Ambiguity;Full context
 имаксод уджем йелещ зИ  манетс;алачрот; стенам.  Из щелей между досками ; торчала ;  ;пакля.  И было очень холодно ;Татьяна Тронина. Никогда не говори «навсегда» (2004) ;Татьяна Тронина ; ;Никогда не говори «навсегда» ;2004 ;художественная ;роман ; ;Татьяна Тронина. Никогда не говори «навсегда» ;2004 ;книга ;омонимия не снята;  Оранжевые лучи заходящего солнца ползли по деревянным стенам.  Из щелей между досками торчала пакля.  И было очень холодно…  [Татьяна Тронина. Никогда не говори «навсегда» (2004)] [омонимия не снята]
 имярдук имытолоз имынйуб с абосо;имишвачрот; особа с буйными золотыми кудрями, ; торчавшими ;  ;в разные стороны, и Лаэртов ;Татьяна Тронина. Никогда не говори «навсегда» (2004) ;Татьяна Тронина ; ;Никогда не говори «навсегда» ;2004 ;художественная ;роман ; ;Татьяна Тронина. Никогда не говори «навсегда» ;2004 ;книга ;омонимия не снята;  Меньше всего Ганина волновали особа с буйными золотыми кудрями, торчавшими в разные стороны, и Лаэртов в невообразимом фраке и очках на пол-лица.  [Татьяна Тронина. Никогда не говори «навсегда» (2004)] [омонимия не снята]
 еен у ысолоВ ;илачрот;  Волосы у нее ; торчали ;  ;в разные стороны, отчего она ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята; Волосы у нее торчали в разные стороны, отчего она сильно напоминала рисунок Медузы горгоны из книжки «Легенды и мифы Древней Греции».  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 ежот еен у ысолоВ ;илачрот;  Волосы у нее тоже ; торчали ;  ;в разные стороны ― точно так ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята; Волосы у нее тоже торчали в разные стороны ― точно так же, как у Анны Михайловны, а глаза были круглые, не отражавшие ни единой мысли.  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 огороток зи текап йошьлоб уме;лачрот; ему большой пакет, из которого ; торчал ;  ;батон.  ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята;  ― Сам видишь, ― она показала ему большой пакет, из которого торчал батон.  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 яанежором ацирук инемьлеп иксисос яанечпок-онерав;тичрот; варено-копченая, сосиски, пельмени, курица мороженая ; торчит ;  ;ногами наружу, ботинки мужа из ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята; В руках авоськи тяжелые ― колбаса там варено-копченая, сосиски, пельмени, курица мороженая торчит ногами наружу, ботинки мужа из ремонта, с новыми набойками…  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 игон оге ан ядялг адиЛ;еишвачрот; Лида, глядя на его ноги, ; торчавшие ;  ;из-под машины.  ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята;  ― Мне не скучно, ― вызывающе произнесла Лида, глядя на его ноги, торчавшие из-под машины.  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 с ьлопот йишветопсв ончот йырком;имищачрот; мокрый, точно вспотевший тополь с ; торчащими ;  ;вверх голыми грубыми ветвями, и ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята; Он стоял возле почерневшего, ноздреватого сугроба, обнимая одной рукой мокрый, точно вспотевший тополь с торчащими вверх голыми грубыми ветвями, и приветливо махая другой.  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 как ылукс ноВ  яащюдух И;тачрот; И худющая.  Вон скулы как ; торчат ;!  ;  ― Они у меня всегда торчали ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята; И худющая.  Вон скулы как торчат!   ― Они у меня всегда торчали, ― напомнила Валя.  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 адгесв янем у инО ;илачрот;   ― Они у меня всегда ; торчали ;, ―  ;напомнила Валя.  ;Татьяна Тронина. Русалка для интимных встреч (2004) ;Татьяна Тронина ; ;Русалка для интимных встреч ;2004 ;художественная ;роман ; ;Татьяна Тронина. Русалка для интимных встреч ;2004 ;книга ;омонимия не снята;  ― Они у меня всегда торчали, ― напомнила Валя.  [Татьяна Тронина. Русалка для интимных встреч (2004)] [омонимия не снята]
 унивопуп ханев хинис в юунморго;юущачрот; огромную в синих венах пуповину, ; торчащую ;  ;из середины живота.  ;Елена Хаецкая. Синие стрекозы Вавилона/ Семеро праведных в раю господина (2004) ;Елена Хаецкая ;1963 ;Синие стрекозы Вавилона/ Семеро праведных в раю господина ;2004 ;художественная ;повесть ; ;Хаецкая Е. Собр. соч.: В 5 т. Т.1 ;2004 ;книга ;омонимия не снята;  Существо с гигантской сизой головой сморщилось, дернуло крошечными лягушачьими лапками, повозило ими в воздухе и вдруг нащупало огромную в синих венах пуповину, торчащую из середины живота.  [Елена Хаецкая. Синие стрекозы Вавилона/ Семеро праведных в раю господина (2004)] [омонимия не снята]
 арбер хи ынещотси илыб инО;илачрот; Они были истощены, их ребра ; торчали ;,  ;позвонки и лопатки взывали о ;Елена Хаецкая. Синие стрекозы Вавилона/ Семеро праведных в раю господина (2004) ;Елена Хаецкая ;1963 ;Синие стрекозы Вавилона/ Семеро праведных в раю господина ;2004 ;художественная ;повесть ; ;Хаецкая Е. Собр. соч.: В 5 т. Т.1 ;2004 ;книга ;омонимия не снята; Они были истощены, их ребра торчали, позвонки и лопатки взывали о милосердии.  [Елена Хаецкая. Синие стрекозы Вавилона/ Семеро праведных в раю господина (2004)] [омонимия не снята]
 илсорто огонмен ежу ысолоВ  адеБ;илачрот; Беда.  Волосы уже немного отросли, ; торчали ;  ;ежиком.   ― Развезло тебя, мать, ― сказал ;Елена Хаецкая. Синие стрекозы Вавилона/ Человек по имени Беда (2004) ;Елена Хаецкая ;1963 ;Синие стрекозы Вавилона/ Человек по имени Беда ;2004 ;художественная ;повесть ; ;Хаецкая Е. Собр. соч.: В 5 т. Т.1 ;2004 ;книга ;омонимия не снята;  Перед ней стоял тот самый новенький программист со смешным именем Беда.  Волосы уже немного отросли, торчали ежиком.   ― Развезло тебя, мать, ― сказал он сочувственно.  [Елена Хаецкая. Синие стрекозы Вавилона/ Человек по имени Беда (2004)] [омонимия не снята]
 акинратсук ивтев еихус как онневтрем;тачрот; мертвенно, как сухие ветви кустарника, ; торчат ;  ;"ноги забитых кур; египтянки с ";Елена Хаецкая. Синие стрекозы Вавилона/ Человек по имени Беда (2004) ;Елена Хаецкая ;1963 ;Синие стрекозы Вавилона/ Человек по имени Беда ;2004 ;художественная ;повесть ; ;Хаецкая Е. Собр. соч.: В 5 т. Т.1 ;2004 ;книга ;омонимия не снята;" Но люди шли и шли непрерывным потоком по синей станции «Площадь Наву», погруженные в обычную свою суету ― домохозяйки с сумками, откуда мертвенно, как сухие ветви кустарника, торчат ноги забитых кур; египтянки с их шумным говором, в широких парчовых юбках; клерки, на ходу интимно бормочущие в радиотелефоны; ленивые холуи, посланные господами по делу и явно задержавшиеся на площади Наву, где что ни шаг, то новое  диво…  [Елена Хаецкая. Синие стрекозы Вавилона/ Человек по имени Беда (2004)] [омонимия не снята]"
 нетс зИ ;илачрот;   Из стен ; торчали ;  ;металлические штыри, остатки перекрытия, а ;Марк Харитонов. Игра с собой // «Знамя», 2004 ;Марк Харитонов ;1937 ;Игра с собой ;2004 ;художественная ;рассказ ; ;«Знамя» ;2004 ;журнал ;омонимия не снята;  Из стен торчали металлические штыри, остатки перекрытия, а на самом верху, в углу, держался каким-то чудом обрывок металлической изогнутой лестницы, чернел непонятный проем, может, за ним что-то было.  [Марк Харитонов. Игра с собой // «Знамя», 2004] [омонимия не снята]
 амьлап ургниС еравьлуб ан ежаД;тичрот; Даже на бульваре Сингру пальма ; торчит ;  ;одна-одинешенькая.  ;Галина Шергова. …Об известных всем (2002-2004) ;Галина Шергова ;1923 ;…Об известных всем ;2002-2004 ;публицистика ,  нехудожественная ;мемуары ; ;Г. Шергова. …Об известных всем ;2004 ;книга ;омонимия не снята; Даже на бульваре Сингру пальма торчит одна-одинешенькая.  [Галина Шергова. …Об известных всем (2002-2004)] [омонимия не снята]
 йен дан залг нидо алавыркирп;лачрот; прикрывала один глаз, ― над ней ; торчал ;  ;седой вихорчик.  ;Галина Шергова. …Об известных всем (2002-2004) ;Галина Шергова ;1923 ;…Об известных всем ;2002-2004 ;публицистика ,  нехудожественная ;мемуары ; ;Г. Шергова. …Об известных всем ;2004 ;книга ;омонимия не снята; Чистенькая короткорукавая «бобочка» обтягивала мускулистый торс, самодельная повязка прикрывала один глаз, ― над ней торчал седой вихорчик.  [Галина Шергова. …Об известных всем (2002-2004)] [омонимия не снята]
 мокюрк мишьлоб с еоксбирак от-отч;мищачрот; что-то карибское с большим крюком, ; торчащим ;  ;из огромной глотки.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Вот на Аляске держит рыбину за жабры, а там что-то карибское с большим крюком, торчащим из огромной глотки.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 имытлеж с укирфА в ьсилипв;тачрот; впились в Африку, с желтыми ― ; торчат ;  ;из Азии.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; С черными впились в Африку, с желтыми ― торчат из Азии.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 еикосыв еикперк иксос а икещ;илачрот; щеки, а соски крепкие, высокие, ; торчали ;,  ;как две крыжовинки.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Груди у нее были маленькие, не больше надутой щеки, а соски крепкие, высокие, торчали, как две крыжовинки.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 тсовх тов итуп еынйавмарт зереч;тичрот; через трамвайные пути, вот хвост ; торчит ;  ;из трубы на морозном закате ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Он рассвирепел: “Это только некоторым умникам кажется, что вселенная проста, как валенок: вот шерсть, вот шкура, вот кровавый след через трамвайные пути, вот хвост торчит из трубы на морозном закате.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 иксос йороток у яамас ат;илачрот; та самая, у которой соски ; торчали ;,  ;как две крыжовинки, и которая ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Это та самая, у которой соски торчали, как две крыжовинки, и которая в кафе выковыривала незаметно грязь из-под ногтей и подкладывала в мороженое.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 аксеп доп-зи йондо к ьсилиелкирп;илачрот; приклеились к одной: из-под песка ; торчали ;  ;босые ноги.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Глаза будто приклеились к одной: из-под песка торчали босые ноги.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 аволог окьлот отч илапоказ каТ;алачрот; Так закопали, что только голова ; торчала ;,  ;руки и две стопы.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Так закопали, что только голова торчала, руки и две стопы.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 аругиф яавозор яапелен ее и;алачрот; и ее нелепая розовая фигура ; торчала ;  ;среди моря, назойливо лезла в ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята;  Толмач побродил по скалам, но женщина все не уходила, и ее нелепая розовая фигура торчала среди моря, назойливо лезла в глаза.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 итьлук зи тамотва от-адгок лажред;алачрот; держал когда-то автомат ― из культи ; торчала ;  ;арматура.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; А напротив стоял с незапамятных времен памятник погибшим ― статуя солдата с отломанной рукой, в которой он, наверно, держал когда-то автомат ― из культи торчала арматура.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 йывисаркен копуП ;тичрот;  Пупок некрасивый ― ; торчит ;  ;наружу, как неспелая виноградина.  ;Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005 ;Михаил Шишкин ;1961 ;Венерин волос ;2004 ;художественная ;роман ; ;«Знамя» ;2005 ;журнал ;омонимия не снята; Пупок некрасивый ― торчит наружу, как неспелая виноградина.  [Михаил Шишкин. Венерин волос (2004) // «Знамя», 2005] [омонимия не снята]
 ен а еревеС ан окелад;тичрот; далеко на Севере, а не ; торчит ; « ;островком неблагополучия «чуть ли не ;Дина Якшина. Самая западная зона России (2004) // «Калининградские Новые колеса», 2004.11.26 ;Дина Якшина ; ;Самая западная зона России ;2004 ;публицистика ,  нехудожественная ;статья ;политика и общественная жизнь ;«Калининградские Новые колеса» ;2004.11.26 ;газета ;омонимия не снята; Хуже, чем у нас, дела обстоят разве что в уже упомянутой выше Ненецкой автономии (которая, кстати, располагается далеко на Севере, а не торчит «островком неблагополучия «чуть ли не посреди Европы).  [Дина Якшина. Самая западная зона России (2004) // «Калининградские Новые колеса», 2004.11.26] [омонимия не снята]
 ьтокол утовиж к атажирп и;тичрот; и прижата к животу, локоть ; торчит ;  ;в сторону.  ;Алексей Яшкин. Стойки в каратэ (2004) // «Боевое искусство планеты», 2004.09.09 ;Алексей Яшкин ; ;Стойки в каратэ ;2004 ;учебно-научная ,  нехудожественная ;статья ;спорт ;«Боевое искусство планеты» ;2004.09.09 ;журнал ;омонимия не снята;  5. Передняя рука сильно заведена в сторону, вторая опущена и прижата к животу, локоть торчит в сторону.  [Алексей Яшкин. Стойки в каратэ (2004) // «Боевое искусство планеты», 2004.09.09] [омонимия не снята]
 целап йошьлоб ытажирп ен кур;тичрот; рук не прижаты, большой палец ; торчит ;  ;в сторону.  ;Алексей Яшкин. Стойки в каратэ (2004) // «Боевое искусство планеты», 2004.09.09 ;Алексей Яшкин ; ;Стойки в каратэ ;2004 ;учебно-научная ,  нехудожественная ;статья ;спорт ;«Боевое искусство планеты» ;2004.09.09 ;журнал ;омонимия не снята;  7. Пальцы рук не прижаты, большой палец торчит в сторону.  [Алексей Яшкин. Стойки в каратэ (2004) // «Боевое искусство планеты», 2004.09.09] [омонимия не снята]
 енко в отсорп оби ытанмок;ьтачрот; комнаты (ибо просто в окне ; торчать ; ―  ;слишком нагло.  ;«Главное ― включить фантазию...» (2004) // «Солдат удачи», 2004.08.04 ; ; ;«Главное ― включить фантазию...» ;2004 ;публицистика ,  нехудожественная ;письмо ;армия и вооруженные конфликты ;«Солдат удачи» ;2004.08.04 ;журнал ;омонимия не снята; Оборудуется позиция в глубине комнаты (ибо просто в окне торчать ― слишком нагло.  [«Главное ― включить фантазию...» (2004) // «Солдат удачи», 2004.08.04] [омонимия не снята]
 алед зеб оглоД ;мичрот;  Долго без дела ; торчим ;  ;в помещении, становясь невольными слушателями ;До после победы (2004) // «Солдат удачи», 2004.02.11 ; ; ;До после победы ;2004 ;публицистика ,  нехудожественная ;статья ;армия и вооруженные конфликты ;«Солдат удачи» ;2004.02.11 ;журнал ;омонимия не снята; Долго без дела торчим в помещении, становясь невольными слушателями телефонных переговоров.  [До после победы (2004) // «Солдат удачи», 2004.02.11] [омонимия не снята]
 енар в илсЕ ;тичрот;  Если в ране ; торчит ;  ;нож, заточка, отвертка, края одежды ;Если вас «зацепили» ножом... (2004) // «Солдат удачи», 2004.02.11 ; ; ;Если вас «зацепили» ножом... ;2004 ;публицистика ,  нехудожественная ;совет ;здоровье и медицина ;«Солдат удачи» ;2004.02.11 ;журнал ;омонимия не снята; Если в ране торчит нож, заточка, отвертка, края одежды и т.п.  [Если вас «зацепили» ножом... (2004) // «Солдат удачи», 2004.02.11] [омонимия не снята]
 с ясьтард вокресреб ьтсонбосопс сажу;имищачрот; ужас способность берсерков драться с ; торчащими ;  ;из спины стрелами.  ;Если вас «зацепили» ножом... (2004) // «Солдат удачи», 2004.02.11 ; ; ;Если вас «зацепили» ножом... ;2004 ;публицистика ,  нехудожественная ;совет ;здоровье и медицина ;«Солдат удачи» ;2004.02.11 ;журнал ;омонимия не снята; У средневековых воинов вызывала мистический ужас способность берсерков драться с торчащими из спины стрелами.  [Если вас «зацепили» ножом... (2004) // «Солдат удачи», 2004.02.11] [омонимия не снята]
 с акныр огоксвозикреч с икичмютсок;имищачрот; костюмчики с черкизовского рынка с ; торчащими ;  ;нитками и «в жутких розочках ;Женщина + мужчина: Брак (форум) (2004) ; ; ;Женщина + мужчина: Брак (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята; с одной стороны мне нафиг не нужно это одеяло и этот комплект, но с другой стороны, я видимо жмот по натуре, и мне так же жалко потраченных бестолку их денег, ну жалко и хочется найти этому применение… а вообще я уже просто вижу детские синтетические костюмчики с черкизовского рынка с торчащими нитками и «в жутких розочках»…  [Женщина + мужчина: Брак (форум) (2004)] [омонимия не снята]
 анко зи йобурт йонроздоп с;учрот; с подзорной трубой из окна ; торчу ;…  ; ;Женщина + мужчина: Брак (форум) (2004) ; ; ;Женщина + мужчина: Брак (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята; По спортзалам не шастает, а бегает вокруг дома, а я в это время с подзорной трубой из окна торчу…  [Женщина + мужчина: Брак (форум) (2004)] [омонимия не снята]
 уциндаз укшубаб ушав орп ьтатич;юущачрот; читать про вашу бабушку ― «задницу, ; торчащую ;  ;из холодильника».  ;Женщина + мужчина: Брак (форум) (2004) ; ; ;Женщина + мужчина: Брак (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята; Так приятно читать про вашу бабушку ― «задницу, торчащую из холодильника».  [Женщина + мужчина: Брак (форум) (2004)] [омонимия не снята]
 ен апож яом роп хет;тичрот; тех пор моя жопа не ; торчит ;  ;из холодильника и я плохо ;Женщина + мужчина: Брак (форум) (2004) ; ; ;Женщина + мужчина: Брак (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята; С тех пор моя жопа не торчит из холодильника и я плохо соображаю, извиняйте меня.  [Женщина + мужчина: Брак (форум) (2004)] [омонимия не снята]
 акиньлидолох зи ациндаз аличотс аличямохс;тичрот; схомячила», «сточила», «задница из холодильника ; торчит ;»  ;и проч.  ;Женщина + мужчина: Брак (форум) (2004) ; ; ;Женщина + мужчина: Брак (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята;  У меня бабушек уже нет:―(Я не против ограничений, я против когда про бабушку говорят «схомячила», «сточила», «задница из холодильника торчит» и проч.  [Женщина + мужчина: Брак (форум) (2004)] [омонимия не снята]
 озуП укискел аз етинивзи сав;тичрот; вас (извините за лексику) Пузо ; торчит ;  ;и с боков свисает, я ;Женщина + мужчина: Секс (форум) (2004) ; ; ;Женщина + мужчина: Секс (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята; Если у вас (извините за лексику) Пузо торчит и с боков свисает, я встану на сторону вашего мужа.  [Женщина + мужчина: Секс (форум) (2004)] [омонимия не снята]
 анавид оготувалсерп зи адгок убуг;тачрот;" губу; когда из преславутого дивана "; торчат ;  ;все пружины и одна из ;Женщина + мужчина: Секс (форум) (2004) ; ; ;Женщина + мужчина: Секс (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята;" Хотя, если конечно у тебя скрипит диван, когда за стенкой соседка по коммуналке, которой ничего не стоит зайти и покричать; когда приходится сдерживаться, чтобы даже не застонать и ты закусываешь губу; когда из преславутого дивана торчат все пружины и одна из них постоянно «впивается» тебе в задницу», когда вы занимаетесь любовью на ковре уже достаточно долго и ты натер колени уже до крови… [Женщина + мужчина: Секс (форум) (2004)] [омонимия не снята]"
 еиктсеж ьтавовтстусто ынжлод ацйоб емютсок;еищачрот; костюме бойца должны отсутствовать жесткие ; торчащие ;  ;элементы, способные повредить матерчатый чехол ;Имитатор клинка (2004) // «Боевое искусство планеты», 2004.03.11 ; ; ;Имитатор клинка ;2004 ;публицистика ,  нехудожественная ;статья ;спорт ;«Боевое искусство планеты» ;2004.03.11 ;журнал ;омонимия не снята;  1. В костюме бойца должны отсутствовать жесткие торчащие элементы, способные повредить матерчатый чехол снаряда (пряжки, булавки, сулгамы и пр.  ). [Имитатор клинка (2004) // «Боевое искусство планеты», 2004.03.11] [омонимия не снята]
 йыроток ынишымак кичноК ;лачрот;  Кончик камышины, который ; торчал ;  ;между очеретом и осокой, совсем ;Казацкий спецназ (2004) // «Солдат удачи», 2004.10.06 ; ; ;Казацкий спецназ ;2004 ;публицистика ,  нехудожественная ;статья ;наука и технологии, история ;«Солдат удачи» ;2004.10.06 ;журнал ;омонимия не снята; Кончик камышины, который торчал между очеретом и осокой, совсем был незаметный, однако казак через него дышал и мог просидеть под водой, пока татары не удалялись.  [Казацкий спецназ (2004) // «Солдат удачи», 2004.10.06] [омонимия не снята]
 ястеавызако вопиш зи нидо ее;мищачрот; ее, один из шипов оказывается ; торчащим ;  ;вверх.  ;Казацкий спецназ (2004) // «Солдат удачи», 2004.10.06 ; ; ;Казацкий спецназ ;2004 ;публицистика ,  нехудожественная ;статья ;наука и технологии, история ;«Солдат удачи» ;2004.10.06 ;журнал ;омонимия не снята; Как ни брось ее, один из шипов оказывается торчащим вверх.  [Казацкий спецназ (2004) // «Солдат удачи», 2004.10.06] [омонимия не снята]
 иклап как еыроток икисолов лавосиран;тачрот; нарисовал волосики, которые как палки ; торчат ;,  ;на них сверху бантик (все ;Курьезы на свадьбах (форум) (2004) ; ; ;Курьезы на свадьбах (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ; ; ;электронный текст ;омонимия не снята; [Бася, nick]   Потом нарисовал волосики, которые как палки торчат, на них сверху бантик (все орали пропеллер).  [Курьезы на свадьбах (форум) (2004)] [омонимия не снята]
 ннетна имакжор аз модяр месвоС;илачрот; Совсем рядом, за рожками антенн, ; торчали ;  ;крылья солнечных батарей.  ;Летящие в огне (2004) // «Вестник авиации и космонавтики», 2004.04.28 ; ; ;Летящие в огне ;2004 ;публицистика ,  нехудожественная ;статья ;политика и общественная жизнь ;«Вестник авиации и космонавтики» ;2004.04.28 ;журнал ;омонимия не снята; Совсем рядом, за рожками антенн, торчали крылья солнечных батарей.  [Летящие в огне (2004) // «Вестник авиации и космонавтики», 2004.04.28] [омонимия не снята]
 акьлюсип илсЕ имакчовед с меч;тичрот; чем с девочками:) Если писюлька ; торчит ; ―  ;точно пацанчик, но она может ;Наши дети: Малыши до года (форум) (2004) ; ; ;Наши дети: Малыши до года (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята;  говорят, что с мальчиками ошибаются реже, чем с девочками:) Если писюлька торчит ― точно пацанчик, но она может загнуться, тогда путают с девочкой:)  [Наши дети: Малыши до года (форум) (2004)] [омонимия не снята]
 нов сач йытяп еомас ежот;мичрот; тоже самое пятый час ― вон ; торчим ;  ;в прягунках, ни в одном ;Наши дети: Малыши до года (форум) (2004) ; ; ;Наши дети: Малыши до года (форум) ;2004 ;электронная коммуникация ,  нехудожественная ;форум ;частная жизнь ;Форум на eva.ru ;2005 ;электронный текст ;омонимия не снята; Дык сегодня снова тоже самое пятый час ― вон торчим в прягунках, ни в одном глазу.  [Наши дети: Малыши до года (форум) (2004)] [омонимия не снята]
 ончыбо ивубо еитырку орп и;йещачрот; и про укрытие обуви, обычно ; торчащей ;  ;из-под накидки и ярко выделяющейся ;Особенности индивидуальной маскировки (2004) // «Солдат удачи», 2004.07.07 ; ; ;Особенности индивидуальной маскировки ;2004 ;публицистика ,  нехудожественная ;статья ;армия и вооруженные конфликты ;«Солдат удачи» ;2004.07.07 ;журнал ;омонимия не снята;  Изготавливая сложные маскировочные одежды, не стоит забывать и про укрытие обуви, обычно торчащей из-под накидки и ярко выделяющейся на фоне природных объектов.  [Особенности индивидуальной маскировки (2004) // «Солдат удачи», 2004.07.07] [омонимия не снята]
